X1,lon,lat,dist.next,year_arr,year_dep,spring.med,spring.mean,spring.tot,real.arr,arr,real.dep,dep,dur,FstQu.lon,FstQu.lat,TrdQu.lon,TrdQu.lat,jul.last.wint,jul.last.stop,jul.arr.last.stop,tag,,species,deploy_loc,month,south,north,breed_label,tag_deployed,tag_length,tag_label,is.start,is.end,first.south,last.south,first.north,last.north,,,winter,winter.longstops,pop.summer,pop.winter,first.winter,last.winter,first.winter.longstops,last.winter.longstops,winter.discretion,,
7,-98.18181818,22.95,600.6097068,2013,2013,,,,2013-03-28 0:24,2013-03-28 0:24,2013-04-20 1:18,2013-04-20 1:18,23,-97.05179283,19.8,-98.18181818,22.95,,,,rekn_tex13_4j6_full,4j6,rekn,texa,3,FALSE,TRUE,NA,north,year,NA,,,,,,,3255.274724,,,,,,,,,,,,
8,-98.04469274,28.35,121.0250839,2013,2013,,,,2013-04-20 11:43,2013-04-20 11:43,2013-04-24 1:08,2013-04-24 1:08,4,-97.44740533,27.45,-98.60199715,30.15,,,,rekn_tex13_4j6_full,4j6,rekn,texa,4,FALSE,TRUE,NA,north,year,NA,,,,,,,600.6097068,,,,,,,,,,,,
2,-97.35211268,27.45,3281.652873,2012,2013,,,,2012-10-11 0:24,2012-10-11 0:24,2013-05-24 11:11,2013-05-24 11:11,225,-97.35211268,25.2,-97.45856354,27.45,144,,,rekn_tex13_4l2_full,4l2,rekn,texa,10,TRUE,FALSE,NA,winter,year,NA,,,,,,,121.0250839,,T,,,,,T,,,,DEPLOYED ON WINTERING SITE,
3,-91.84510251,56.7,818.7749476,2013,2013,,,,2013-05-27 9:02,2013-05-27 9:02,2013-06-12 8:06,2013-06-12 8:06,16,-91.84510251,56.7,-91.84510251,56.7,,163,147,rekn_tex13_4l2_full,4l2,rekn,texa,5,FALSE,TRUE,NA,winter,year,NA,,,,,,,3281.652873,,,,,,,,,,,,
1,-82.49,62.35,736.4635372,2013,2013,2050.21391,2050.21391,4100.427821,2013-06-01 0:00,2010-06-01 0:00,2013-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_4l2_full,4l2,rekn,texa,6,FALSE,TRUE,breed,winter,year,NA,,,,,,,818.7749476,,,,,,,,,,,,
4,-87.56756757,56.25,2872.746526,2013,2013,,,,2013-07-20 3:20,2013-07-20 3:20,2013-08-04 1:15,2013-08-04 1:15,15,-87.56756757,55.35,-88.56492027,56.25,,,,rekn_tex13_4l2_full,4l2,rekn,texa,7,TRUE,FALSE,NA,winter,year,NA,,,,,,,736.4635372,,,,,,,,,,,,
5,-91.95936139,30.6,669.798605,2013,2013,,,,2013-08-06 10:44,2013-08-06 10:44,2013-08-08 11:23,2013-08-08 11:23,2,-91.95936139,30.6,-91.95936139,30.6,,,,rekn_tex13_4l2_full,4l2,rekn,texa,8,TRUE,FALSE,NA,winter,year,NA,,,,,,,2872.746526,,,,,,,,,,,,
6,-97.03910615,26.55,104.770007,2013,2013,,,,2013-08-09 1:30,2013-08-09 1:30,2013-09-26 0:49,2013-09-26 0:49,48,-97.03910615,26.55,-97.03910615,26.55,,,,rekn_tex13_4l2_full,4l2,rekn,texa,8,TRUE,FALSE,NA,winter,year,NA,,,,,,,669.798605,,T,,,,T,,,,T,ASSUMED WINTERING DUE TO LOCATION IN PREVIOUS WINTER,
13,-97.35211268,27.45,2687.326688,2012,2012,,,,2012-04-22 1:18,2012-04-22 1:18,2012-05-14 1:59,2012-05-14 1:59,22,-97.35211268,27.45,-97.35211268,27.45,,,,rekn_tex13_6j3_full,6j3,rekn,texa,4,TRUE,TRUE,NA,north,year,NA,,,,,,,104.770007,,,,,,,,,,,,
2,-107.2941176,50.4,3210.82753,2012,2012,,,,2012-05-14 11:06,2012-05-14 11:06,2012-05-26 11:31,2012-05-26 11:31,12,-107.2941176,50.4,-107.2941176,50.4,,,,rekn_tex13_6j3_full,6j3,rekn,texa,5,FALSE,TRUE,NA,north,year,NA,,,,,,,2687.326688,,,,,,,,,,,,
31,-156.5217391,60.75,3709.402391,2012,2012,,,,2012-05-27 7:19,2012-05-27 7:19,2012NA,NA,NA,-156.5217391,60.75,-156.5217391,60.75,,,,rekn_tex13_6j3_full,6j3,rekn,texa,5,TRUE,FALSE,NA,north,year,NA,,,,,,,3210.82753,,,,,,,,,,,,
1,-82.49,62.35,3709.402391,2012,2012,,,,2012-06-01 0:00,2010-06-01 0:00,2012-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_6j3_full,6j3,rekn,texa,6,FALSE,TRUE,breed,north,year,NA,,,,,,,3709.402391,,,,,,,,,,,,
31,-156.5217391,60.75,4068.535748,2012,2012,,,,2012NA,NA,2012-07-02 5:58,2012-07-02 5:58,NA,-156.5217391,60.75,-156.5217391,60.75,,,,rekn_tex13_6j3_full,6j3,rekn,texa,5,TRUE,FALSE,NA,north,year,NA,,,,,,,3709.402391,,,,,,,,,,,,
6,-115.4198473,35.1,2853.383838,2012,2012,,,,2012-07-04 3:03,2012-07-04 3:03,2012-07-29 1:33,2012-07-29 1:33,25,-115.4198473,35.1,-115.4198473,35.1,,,,rekn_tex13_6j3_full,6j3,rekn,texa,7,TRUE,FALSE,NA,north,year,NA,,,,,,,4068.535748,,,,,,,,,,,,
7,-94.36435125,17.55,2618.863195,2012,2012,,,,2012-07-30 11:40,2012-07-30 11:40,2012-08-05 0:29,2012-08-05 0:29,6,-94.36435125,17.55,-94.36435125,17.55,,,,rekn_tex13_6j3_full,6j3,rekn,texa,7,TRUE,FALSE,NA,north,year,NA,,,,,,,2853.383838,,,,,,,,,,,,
8,-80.1,-1.35,4485.293646,2012,2012,,,,2012-08-06 23:47,2012-08-06 23:47,2012-09-08 23:11,2012-09-08 23:11,33,-80.1,-1.35,-80.1,-1.35,,,,rekn_tex13_6j3_full,6j3,rekn,texa,8,TRUE,FALSE,NA,north,year,NA,,,,,,,2618.863195,,,T,,,,,T,,,LONG FALL STOP,
11,-73.82746789,-41.2875,263.3383772,2012,2013,,,,2012-09-09 10:45,2012-09-09 10:45,2013-01-11 9:17,2013-01-11 9:17,124,-73.82746789,-41.85,-74.02487721,-41.2875,,,,rekn_tex13_6j3_full,6j3,rekn,texa,9,TRUE,FALSE,NA,north,year,NA,,,,,,,4485.293646,,T,,,,T,,,,,,
14,-74.05128665,-43.65,8109.792407,2013,2013,,,,2013-01-12 9:07,2013-01-12 9:07,2013-04-12 11:18,2013-04-12 11:18,90,-74.05128665,-43.65,-74.05128665,-43.65,102,,,rekn_tex13_6j3_full,6j3,rekn,texa,1,TRUE,TRUE,NA,north,year,NA,,,,,,,263.3383772,,T,,,,,T,,T,,,
20,-97.27019499,26.1,150.333248,2013,2013,,,,2013-04-15 1:02,2013-04-15 1:02,2013-04-25 0:56,2013-04-25 0:56,10,-97.27019499,26.1,-97.27019499,26.1,,,,rekn_tex13_6j3_full,6j3,rekn,texa,4,FALSE,TRUE,NA,north,year,NA,,,,,,,8109.792407,,,,,,,,,,,,
2,-97.35211268,27.45,2361.021248,2010,2010,,,,2010-04-28 1:24,2010-04-28 1:24,2010-05-20 11:17,2010-05-20 11:17,22,-97.35211268,27.45,-97.35211268,27.45,,,,rekn_tex13_8jt_full,8jt,rekn,texa,4,FALSE,TRUE,NA,north,lessyear,NA,,,,,,,150.333248,,,,,,,,,,,"WINTERING LOCATION UNKNOWN FOR THIS BIRD. MAY HAVE WINTERED AT THIS LOCATION, BUT MAY HAVE BEEN ON A STOPOVER TOO",
3,-99.7752809,48.6,1418.28007,2010,2010,,,,2010-05-21 2:21,2010-05-21 2:21,2010-06-02 3:14,2010-06-02 3:14,12,-99.35727788,48.15,-100.3717472,49.05,,,,rekn_tex13_8jt_full,8jt,rekn,texa,5,FALSE,TRUE,NA,north,lessyear,NA,,,,,,,2361.021248,,,,,,,,,,,,
4,-111.4496314,59.4,1586.961041,2010,2010,,,,2010-06-03 9:57,2010-06-03 9:57,2010NA,NA,NA,-109.6805897,58.95,-112.3341523,59.4,,,,rekn_tex13_8jt_full,8jt,rekn,texa,6,FALSE,TRUE,NA,north,lessyear,NA,,,,,,,1418.28007,,,,,,,,,,,,
1,-82.49,62.35,1199.672517,2010,2010,,,,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_8jt_full,8jt,rekn,texa,6,FALSE,TRUE,breed,north,lessyear,NA,,,,,,,1586.961041,,,,,,,,,,,,
5,-78.75,51.75,3116.800239,2010,2010,,,,2010-07-26 8:50,2010-07-26 8:50,2010-08-06 0:48,2010-08-06 0:48,11,-78.6122449,51.75,-79.27272727,52.2,,,,rekn_tex13_8jt_full,8jt,rekn,texa,7,TRUE,FALSE,NA,north,lessyear,NA,,,,,,,1199.672517,,,,,,,,,,,,
2,-97.35211268,27.45,2508.800201,2010,2010,,,,2010-04-29 1:31,2010-04-29 1:31,2010-05-16 1:36,2010-05-16 1:36,17,-97.35211268,22.95,-98.18181818,27.45,136,,,rekn_tex13_8kt _full,8kt,rekn,texa,4,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,3116.800239,,T,,,,,T,,,T,ASSUME WINTER BASED ON LAT OF NEXT TWO WINTERS (THIS TAG SHIFTS WEST CONSIDERABLY),
3,-105.8015267,49.05,2056.576191,2010,2010,,,,2010-05-16 11:09,2010-05-16 11:09,2010-06-02 9:23,2010-06-02 9:23,17,-105.8015267,49.05,-105.8015267,49.05,,153,136,rekn_tex13_8kt _full,8kt,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,2508.800201,,,,,,,,,,,,
1,-82.49,62.35,981.8388102,2010,2010,2282.688196,2282.688196,4565.376392,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_8kt _full,8kt,rekn,texa,6,FALSE,TRUE,breed,winter,multiyear,NA,,,,,,,2056.576191,,,,,,,,,,,,
4,-95.9453303,56.7,3377.263445,2010,2010,,,,2010-07-16 3:03,2010-07-16 3:03,2010-07-30 10:57,2010-07-30 10:57,14,-95.9453303,56.7,-95.9453303,56.7,,,,rekn_tex13_8kt _full,8kt,rekn,texa,7,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,981.8388102,,,,,,,,,,,,
5,-101.0614525,26.55,1151.004837,2010,2011,,,,2010-08-01 2:03,2010-08-01 2:03,2011-05-15 2:13,2011-05-15 2:13,287,-101.0614525,26.55,-101.0614525,26.55,135,,,rekn_tex13_8kt _full,8kt,rekn,texa,8,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,3377.263445,,T,,,,T,T,,,,LOCATION SHIFTED WEST,
6,-101.25,36.9,1787.138353,2011,2011,,,,2011-05-16 2:05,2011-05-16 2:05,2011-05-19 11:13,2011-05-19 11:13,3,-101.25,36.9,-104.1176471,40.05,,,,rekn_tex13_8kt _full,8kt,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,1151.004837,,,,,,,,,,,,
7,-116.3705104,48.6,2578.158802,2011,2011,,,,2011-05-20 11:29,2011-05-20 11:29,2011-05-29 11:11,2011-05-29 11:11,9,-115.9550562,48.6,-116.3705104,49.5,,149,140,rekn_tex13_8kt _full,8kt,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,1787.138353,,,,,,,,,,,,
1,-82.49,62.35,1375.755025,2011,2011,1787.138353,1838.76733,5516.301991,2011-06-01 0:00,2010-06-01 0:00,2011-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_8kt _full,8kt,rekn,texa,6,FALSE,TRUE,breed,winter,multiyear,NA,,,,,,,2578.158802,,,,,,,,,,,,
8,-102.4,55.35,3205.052014,2011,2011,,,,2011-07-11 9:58,2011-07-11 9:58,2011-07-25 2:44,2011-07-25 2:44,14,-100.173913,54.9,-103.2,55.8,,,,rekn_tex13_8kt _full,8kt,rekn,texa,7,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,1375.755025,,,,,,,,,,,,
9,-109.5652174,27,926.3186223,2011,2012,,,,2011-07-25 12:23,2011-07-25 12:23,2012-05-10 12:29,2012-05-10 12:29,290,-109.476662,26.55,-109.6296296,28.35,132,,,rekn_tex13_8kt _full,8kt,rekn,texa,7,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,3205.052014,,T,,,,T,T,,,,LOCATION SHIFTED WEST,
10,-105.7187017,34.65,2080.663104,2012,2012,,,,2012-05-11 12:00,2012-05-11 12:00,2012-05-14 11:45,2012-05-14 11:45,3,-104.9770992,32.85,-106.7281106,36.45,,,,rekn_tex13_8kt _full,8kt,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,926.3186223,,,,,,,,,,,,
11,-117.5510204,51.3,3146.730555,2012,2012,,,,2012-05-15 11:39,2012-05-15 11:39,2012-05-20 4:42,2012-05-20 4:42,5,-116.3636364,50.85,-118.8349515,52.2,,,,rekn_tex13_8kt _full,8kt,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,2080.663104,,,,,,,,,,,,
13,-97.35211268,27.45,2508.800201,2010,2010,,,,2010-04-29 1:28,2010-04-29 1:28,2010-05-16 11:17,2010-05-16 11:17,17,-97.35211268,27.45,-97.35211268,27.45,,,,rekn_tex13_8ku_full,8ku,rekn,texa,4,FALSE,TRUE,NA,north,year,NA,,,,,,,3146.730555,,,,,,,,,,,,
2,-105.8015267,49.05,2056.576191,2010,2010,,,,2010-05-17 10:52,2010-05-17 10:52,2010-06-02 10:47,2010-06-02 10:47,16,-105.8015267,49.05,-106.6153846,49.5,,,,rekn_tex13_8ku_full,8ku,rekn,texa,5,FALSE,TRUE,NA,north,year,NA,,,,,,,2508.800201,,,,,,,,,,,,
1,-82.49,62.35,1231.030184,2010,2010,,,,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_8ku_full,8ku,rekn,texa,6,FALSE,TRUE,breed,north,year,NA,,,,,,,2056.576191,,,,,,,,,,,,
3,-102.0276498,57.15,3321.589196,2010,2010,,,,2010-08-10 10:26,2010-08-10 10:26,2010-08-24 2:05,2010-08-24 2:05,14,-101.6856492,57.15,-102.8571429,57.15,,,,rekn_tex13_8ku_full,8ku,rekn,texa,8,TRUE,FALSE,NA,north,year,NA,,,,,,,1231.030184,,,,,,,,,,,,
5,-106.5357644,27.45,398.078344,2010,2010,,,,2010-08-29 12:27,2010-08-29 12:27,2010-09-27 13:00,2010-09-27 13:00,29,-106.4788732,27,-106.7053822,27.9,,,,rekn_tex13_8ku_full,8ku,rekn,texa,8,TRUE,FALSE,NA,north,year,NA,,,,,,,3321.589196,,,,,,,,,,,,
6,-103.9175258,24.75,1666.594319,2010,2010,,,,2010-09-28 1:10,2010-09-28 1:10,2010-10-05 1:11,2010-10-05 1:11,7,-103.9175258,20.7,-103.9889959,31.95,,,,rekn_tex13_8ku_full,8ku,rekn,texa,9,TRUE,FALSE,NA,north,year,NA,,,,,,,398.078344,,,,,,,,,,,,
7,-89.03743316,18.9,2202.371377,2010,2010,,,,2010-10-06 23:54,2010-10-06 23:54,2010-10-09 0:05,2010-10-09 0:05,2,-89.03225806,-0.45,-90,21.6,,,,rekn_tex13_8ku_full,8ku,rekn,texa,10,TRUE,FALSE,NA,north,year,NA,,,,,,,1666.594319,,,,,,,,,,,,
9,-89.55,-0.9,3441.032381,2010,2011,,,,2010-10-09 11:28,2010-10-09 11:28,2011-03-30 11:56,2011-03-30 11:56,172,-89.55,-0.9,-89.55,-0.9,89,,,rekn_tex13_8ku_full,8ku,rekn,texa,10,TRUE,TRUE,NA,north,year,NA,,,,,,,2202.371377,,T,,,,T,T,T,,,POINT SHIFTED SW,
11,-106.731662,25.2,2981.755401,2011,2011,,,,2011-04-01 12:32,2011-04-01 12:32,2011-05-15 12:08,2011-05-15 12:08,44,-106.3520522,24.75,-106.9058525,26.1,,,,rekn_tex13_8ku_full,8ku,rekn,texa,4,FALSE,TRUE,NA,north,year,NA,,,,,,,3441.032381,,,T,,,,,,T,,LONG SPRING STOP,
12,-116.9108911,50.85,3079.653271,2011,2011,,,,2011-05-16 11:29,2011-05-16 11:29,2011-06-07 4:31,2011-06-07 4:31,22,-116.9108911,50.85,-116.9108911,50.85,,,,rekn_tex13_8ku_full,8ku,rekn,texa,5,FALSE,TRUE,NA,north,year,NA,,,,,,,2981.755401,,,,,,,,,,,,
2,-97.35211268,27.45,2508.800201,2010,2010,,,,2010-04-29 1:31,2010-04-29 1:31,2010-05-17 1:41,2010-05-17 1:41,18,-97.35211268,27.45,-97.35211268,27.45,137,,,rekn_tex13_8kv_full,8kv,rekn,texa,4,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,3079.653271,,T,,,,,T,,,,ASSUMED WINTERING DUE TO LOCATION OF WINTERING IN NEXT 2 YEARS,
3,-105.8015267,49.05,2056.576191,2010,2010,,,,2010-05-17 11:02,2010-05-17 11:02,2010-06-10 9:51,2010-06-10 9:51,24,-105.8015267,49.05,-105.8015267,49.5,,161,137,rekn_tex13_8kv_full,8kv,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,2508.800201,,,,,,,,,,,,
1,-82.49,62.35,1064.229676,2010,2010,2282.688196,2282.688196,4565.376392,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_8kv_full,8kv,rekn,texa,6,FALSE,TRUE,breed,winter,multiyear,NA,,,,,,,2056.576191,,,,,,,,,,,,
4,-95.2,55.35,3080.400752,2010,2010,,,,2010-08-06 2:22,2010-08-06 2:22,2010-08-16 1:43,2010-08-16 1:43,10,-94.73684211,53.55,-95.73626374,55.35,,,,rekn_tex13_8kv_full,8kv,rekn,texa,8,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,1064.229676,,,,,,,,,,,,
5,-103.8068182,28.35,361.0985527,2010,2010,,,,2010-08-16 11:58,2010-08-16 11:58,2010-10-04 12:31,2010-10-04 12:31,49,-103.8068182,28.35,-104.0462428,28.35,,,,rekn_tex13_8kv_full,8kv,rekn,texa,8,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,3080.400752,,T,,,,T,,,,,POINTS SHIFTED WEST,
6,-104.691358,25.2,511.883695,2010,2011,,,,2010-10-05 1:08,2010-10-05 1:08,2011-05-14 2:05,2011-05-14 2:05,221,-104.3847242,24.75,-104.9171271,27.9,134,,,rekn_tex13_8kv_full,8kv,rekn,texa,10,TRUE,TRUE,NA,winter,multiyear,NA,,,,,,,361.0985527,,T,,,,,T,,,,POINTS SHIFTED WEST,
7,-103.5971223,29.7,2169.613116,2011,2011,,,,2011-05-14 11:50,2011-05-14 11:50,2011-05-21 3:34,2011-05-21 3:34,7,-103.4666667,28.8,-104.2510699,31.5,,,,rekn_tex13_8kv_full,8kv,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,511.883695,,,,,,,,,,,,
8,-113.3701657,47.7,2512.933583,2011,2011,,,,2011-05-21 11:32,2011-05-21 11:32,2011-06-09 10:58,2011-06-09 10:58,19,-113.0855019,47.25,-113.7546468,47.7,,160,141,rekn_tex13_8kv_full,8kv,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,2169.613116,,,,,,,,,,,,
1,-82.49,62.35,1217.473667,2011,2011,2169.613116,1731.476798,5194.430395,2011-06-01 0:00,2010-06-01 0:00,2011-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_8kv_full,8kv,rekn,texa,6,FALSE,TRUE,breed,winter,multiyear,NA,,,,,,,2512.933583,,,,,,,,,,,,
9,-98.9010989,55.35,3254.886406,2011,2011,,,,2011-07-20 9:57,2011-07-20 9:57,2011-07-28 9:58,2011-07-28 9:58,8,-98.9010989,55.35,-100.4835165,55.8,,,,rekn_tex13_8kv_full,8kv,rekn,texa,7,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,1217.473667,,,,,,,,,,,,
10,-106.0893855,26.55,350.3948759,2011,2012,,,,2011-08-01 12:06,2011-08-01 12:06,2012-01-02 13:28,2012-01-02 13:28,154,-106.0893855,26.55,-106.0893855,26.55,,,,rekn_tex13_8kv_full,8kv,rekn,texa,8,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,3254.886406,,T,,,,T,,,,,POINTS SHIFTED WEST,
11,-106.1870504,29.7,894.1173437,2012,2012,,,,2012-01-03 0:53,2012-01-03 0:53,2012-04-12 1:53,2012-04-12 1:53,100,-106.1728395,24.75,-106.4088398,29.7,,,,rekn_tex13_8kv_full,8kv,rekn,texa,1,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,350.3948759,,T,,,,,,,,,POINTS SHIFTED WEST; TAG DIES DURING WINTER,
7,-97.64157418,26.859375,2725.370769,2010,2011,,,,2010-10-10 0:31,2010-10-10 0:31,2011-05-18 11:29,2011-05-18 11:29,220,-97.62559512,25.3125,-98.00726218,27.646875,138,,,rekn_tex13_8lm _full,8lm,rekn,texa,10,TRUE,FALSE,NA,winter,multiyear,,,,,,,,NA,,T,,,,,T,,,,TAG DEPLOYED ON WINTERING GROUNDS,
8,-108.3495146,49.95,1390.428475,2011,2011,,,,2011-05-19 10:52,2011-05-19 10:52,2011-06-01 3:41,2011-06-01 3:41,13,-108.3495146,49.95,-108.3495146,49.95,,,,rekn_tex13_8lm _full,8lm,rekn,texa,5,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,2611.145369,,,,,,,,,,,,
9,-94.92537313,59.85,722.3134406,2011,2011,,,,2011-06-02 4:16,2011-06-02 4:16,2011-06-06 3:53,2011-06-06 3:53,4,-94.92537313,59.85,-94.92537313,59.85,,157,153,rekn_tex13_8lm _full,8lm,rekn,texa,6,FALSE,TRUE,NA,winter,multiyear,NA,,,,,,,1390.428475,,,,,,,,,,,,
1,-82.49,62.35,700.77559,2011,2011,1390.428475,1612.704228,4838.112685,2011-06-01 0:00,2010-06-01 0:00,2011-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_8lm _full,8lm,rekn,texa,6,FALSE,TRUE,breed,winter,multiyear,NA,,,,,,,722.3134406,,,,,,,,,,,,
101,-89.58525346,57.15,3199.4168,2011,2011,,,,2011NA,NA,2011-07-29 2:23,2011-07-29 2:23,NA,-89.58525346,57.15,-89.58525346,57.15,,,,rekn_tex13_8lm _full,8lm,rekn,texa,6,TRUE,FALSE,NA,winter,multiyear,NA,,,,,,,700.77559,,,,,,,,,,,,
13,-98.22959522,29.025,195.0882922,2011,2012,,,,2011-08-02 1:42,2011-08-02 1:42,2012-05-14 1:36,2012-05-14 1:36,286,-97.85344168,22.5,-98.4668162,29.475,,,,rekn_tex13_8lm _full,8lm,rekn,texa,8,TRUE,TRUE,NA,winter,multiyear,NA,,,,,,,3199.4168,,T,,,,T,,,,,TAG DIES DURING WINTER,
11,-97.35211268,27.45,3216.033709,2010,2010,,,,2010-04-28 1:25,2010-04-28 1:25,2010-05-23 1:44,2010-05-23 1:44,25,-97.35211268,27.45,-97.35211268,27.45,143,,,rekn_tex13_8pn_full,8pn,rekn,texa,4,FALSE,TRUE,NA,winter,lessyear,NA,,,,,,,195.0882922,,T,,,,,T,,,T,ASSUME WINTER BASED ON NEXT YEAR'S WINTERING LOCATION,
2,-89.40659341,55.8,827.6157746,2010,2010,,,,2010-05-23 10:41,2010-05-23 10:41,2010-06-09 3:17,2010-06-09 3:17,17,-88.8,54.9,-90.7826087,55.8,,160,143,rekn_tex13_8pn_full,8pn,rekn,texa,5,FALSE,TRUE,NA,winter,lessyear,NA,,,,,,,3216.033709,,,,,,,,,,,,
1,-82.49,62.35,935.8434033,2010,2010,2021.824742,2021.824742,4043.649483,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_8pn_full,8pn,rekn,texa,6,FALSE,TRUE,breed,winter,lessyear,NA,,,,,,,827.6157746,,,,,,,,,,,,
3,-93.91304348,56.25,2788.18997,2010,2010,,,,2010-07-31 3:15,2010-07-31 3:15,2010-08-06 10:02,2010-08-06 10:02,6,-92.57142857,54.9,-94.56221198,57.15,,,,rekn_tex13_8pn_full,8pn,rekn,texa,7,TRUE,FALSE,NA,winter,lessyear,NA,,,,,,,935.8434033,,,,,,,,,,,,
4,-80.89285714,32.85,251.7200782,2010,2010,,,,2010-08-07 0:26,2010-08-07 0:26,2010-08-19 10:38,2010-08-19 10:38,12,-80.89285714,32.4,-81.11929308,33.3,,,,rekn_tex13_8pn_full,8pn,rekn,texa,8,TRUE,FALSE,NA,winter,lessyear,NA,,,,,,,2788.18997,,,,,,,,,,,,
5,-82.51094891,31.05,1307.733669,2010,2010,,,,2010-08-20 0:11,2010-08-20 0:11,2010-10-23 11:52,2010-10-23 11:52,64,-82.34604106,31.05,-82.51094891,31.5,,,,rekn_tex13_8pn_full,8pn,rekn,texa,8,TRUE,FALSE,NA,winter,lessyear,NA,,,,,,,251.7200782,,,,,,,,,,,,
7,-96.10470964,29.925,300.8993323,2010,2010,,,,2010-10-23 23:57,2010-10-23 23:57,2010-12-24 13:05,2010-12-24 13:05,62,-96.08678459,29.7,-96.10470964,29.925,,,,rekn_tex13_8pn_full,8pn,rekn,texa,10,TRUE,FALSE,NA,winter,lessyear,NA,,,,,,,1307.733669,,T,,,,T,,,,,TAG DIES DURING WINTER,
2,-97.35211268,27.45,403.6370489,2010,2011,,,,2010-10-09 0:32,2010-10-09 0:32,2011-03-22 0:59,2011-03-22 0:59,164,-97.35211268,27.45,-97.35211268,27.45,,,,rekn_tex13_j8h_full,8jh,rekn,texa,10,TRUE,FALSE,NA,winter,year,NA,,,,,,,300.8993323,,T,,,,,,,,,DEPLOYED AT WINTERING SITE,
3,-97.86885246,23.85,2872.902883,2011,2011,,,,2011-03-22 12:15,2011-03-22 12:15,2011-05-17 1:33,2011-05-17 1:33,56,-97.86885246,23.85,-97.86885246,23.85,137,,,rekn_tex13_j8h_full,8jh,rekn,texa,3,TRUE,TRUE,NA,winter,year,NA,,,,,,,403.6370489,,T,,,,,T,,,T,ASSUME WINTER BASED ON PREVIOUS YEAR'S WINTER LOCATION,
4,-105.1145038,49.05,1201.100386,2011,2011,,,,2011-05-17 11:06,2011-05-17 11:06,2011-06-08 10:14,2011-06-08 10:14,22,-105.1145038,49.05,-105.1145038,49.05,,,,rekn_tex13_j8h_full,8jh,rekn,texa,5,FALSE,TRUE,NA,winter,year,NA,,,,,,,2872.902883,,,,,,,,,,,,
5,-104.7761194,59.85,1222.813816,2011,2011,,,,2011-06-09 4:07,2011-06-09 4:07,2011-06-11 5:27,2011-06-11 5:27,2,-96.41277641,59.4,-104.7761194,59.85,,162,160,rekn_tex13_j8h_full,8jh,rekn,texa,6,FALSE,TRUE,NA,winter,year,NA,,,,,,,1201.100386,,,,,,,,,,,,
1,-82.49,62.35,993.8430253,2011,2011,1222.813816,1765.605695,5296.817084,2011-06-01 0:00,2010-06-01 0:00,2011-06-01 0:00,2010-06-01 0:00,0,-82.49,62.35,-82.49,62.35,,,,rekn_tex13_j8h_full,8jh,rekn,texa,6,FALSE,TRUE,breed,winter,year,NA,,,,,,,1222.813816,,,,,,,,,,,,
